date,precipitation_mm,temperature_c,pet_mm
2010-01-01,5.965410588309587,7.808676251669805,0.5269957329755279
2010-01-02,1.102190263359854,9.217784194918226,0.5857786409620973
2010-01-03,12.795875984817807,10.603872217785785,0.6451513159476987
2010-01-04,2.1499965177206732,6.7694189203221935,0.48466341791780865
2010-01-05,4.826722597501799,2.6513050104516296,0.3252794507715528
2010-01-06,7.631279049106953,3.8685785687116514,0.3710438834110503
2010-01-07,1.4501758636795747,4.255185171368294,0.38580789374869745
2010-01-08,2.0342765822316227,10.339960931606505,0.6337288253614819
2010-01-09,2.2397279481413594,8.937067909598976,0.5739411081375061
2010-01-10,2.103346677796064,11.506900551960705,0.6846529798897806
2010-01-11,2.0998763976702275,14.284459091347276,0.8101516066135104
2010-01-12,2.2665866477947456,8.776828244937192,0.5672122693590713
2010-01-13,7.665754026914151,5.199392553620318,0.42234889681440396
2010-01-14,24.919887689022907,12.514058451868967,0.7294664556864252
2010-01-15,7.199627162120116,9.521142928039659,0.5986418964274763
2010-01-16,1.269716395651686,4.333715411420464,0.3888207590744999
2010-01-17,2.454992493894968,12.334163205036772,0.7214037928939974
2010-01-18,1.0734370806911235,9.647896719297764,0.6040384022725315
2010-01-19,1.925374874017336,11.164043343710523,0.6695793270769721
2010-01-20,6.3838361496052345,12.079230145861155,0.710021326449095
2010-01-21,1.5823443243541657,8.577858077631552,0.5588857087274761
2010-01-22,0.5940849090263272,12.896460231275992,0.7466889289287049
2010-01-23,1.1108270050038669,6.10340995963674,0.4579898911111057
2010-01-24,7.735304688350528,10.67868297485802,0.648399296670531
2010-01-25,5.3416449445714695,7.953038315399006,0.5329446952779623
2010-01-26,12.140118110060978,11.004740446197054,0.6626071663820869
2010-01-27,0.02732309539422874,12.56007354401019,0.7315328432209646
2010-01-28,0.6908994797141289,13.328349627851086,0.7662767009698879
2010-01-29,3.150385568799591,11.381029121946058,0.679108302337002
2010-01-30,1.6831819517388855,12.651917576340209,0.7356621901493989
2010-01-31,1.6438654446331349,9.028847723922262,0.5778044280688801
2010-02-01,5.9881104577875774,14.124223217466671,0.8027495772598664
2010-02-02,2.2763695352891986,12.307185044902681,0.7201968459433352
2010-02-03,11.214377119744494,11.413902362126345,0.680555175373264
2010-02-04,1.8693012335669434,10.026220554551134,0.6202216861385403
2010-02-05,10.513716423636998,10.257382184071586,0.6301660546125949
2010-02-06,3.907328504976629,10.555543983328398,0.6430554593839175
2010-02-07,2.6316097598260986,10.519954680933788,0.6415132385682534
2010-02-08,3.336617836167226,12.729534472686494,0.7391569979602768
2010-02-09,1.3858058919919778,15.861193081110443,0.8840298325758424
2010-02-10,0.2638401118462796,11.703589470986872,0.6933421533264101
2010-02-11,4.269144143773039,10.620957159420541,0.6458926840125281
