date,observed,simulated
2010-01-01,3.7696500981688112,0.1166275021985334
2010-01-02,3.576373201271138,0.2214912759695134
2010-01-03,3.580567791952301,0.26633797618321164
2010-01-04,3.612888010985872,0.43612603173970454
2010-01-05,4.465058314635538,0.3704798004937123
2010-01-06,4.049876728526549,0.36260377033965185
2010-01-07,3.646526834361277,0.45387174884890413
2010-01-08,4.014561643006656,0.3574363374480447
2010-01-09,3.928438716352743,0.310559406701811
2010-01-10,3.5129612557316827,0.3289174195464559
2010-01-11,3.659064239720575,0.34204078557820483
2010-01-12,4.050872901770254,0.3551135126705328
2010-01-13,4.649356127004904,0.40509449934375713
2010-01-14,3.9347636377444575,0.7647672164386081
2010-01-15,3.8823691264013,1.5375208961238036
2010-01-16,4.103297681958543,1.3000260339909415
2010-01-17,3.93144327311193,0.7904242108355346
2010-01-18,4.040766462946563,0.6943767998918848
2010-01-19,4.154713776451112,0.6707751508561062
2010-01-20,3.9320532943104247,0.7427630684778522
2010-01-21,4.547083686046408,0.9599911684991349
2010-01-22,3.966283652533505,0.8659484170394565
2010-01-23,3.980607906619712,0.7349634209013057
2010-01-24,4.377021290200495,0.8032959931481997
2010-01-25,4.627231559626498,1.157763533750308
2010-01-26,4.426809216764102,1.3682787381228962
2010-01-27,4.361513392719,1.684595248846019
2010-01-28,4.336533177729971,1.299790650625693
2010-01-29,4.32307016599237,1.090498199202573
2010-01-30,4.927974781644943,1.2115588508440847
2010-01-31,4.625580263361972,1.2185967627185081
2010-02-01,4.426544484781452,1.252113078939509
2010-02-02,4.383550260171685,1.4871051068089973
2010-02-03,4.824985077329544,1.5710414913019906
2010-02-04,5.051519318348329,1.9953238261443338
2010-02-05,5.027295893739981,1.922970769425358
2010-02-06,4.456240125214671,2.2678536281367636
2010-02-07,4.606934082764829,2.2066636827501545
2010-02-08,4.588033400378775,2.041625808514455
2010-02-09,4.69272503685843,2.0421191086881305
2010-02-10,5.097162537847821,1.9305036694331053
2010-02-11,5.410495936756114,1.8296380722042374
2010-02-12,4.9518627896983975,2.026810481310284
2010-02-13,4.6710481644550335,2.142185974351605
2010-02-14,4.859000624831498,2.3854185460411714
2010-02-15,5.6326619839721,2.766138090435278
2010-02-16,4.944847638486524,2.567944449321909
2010-02-17,4.848587148083147,2.6833746158983223
2010-02-18,4.892707292010448,2.615528845941128
2010-02-19,5.107920796254584,2.663300359530759
2010-02-20,4.791105494833718,2.6824609846652017
2010-02-21,4.880230421008971,2.5794825435749167
2010-02-22,5.414826832809012,2.822884472703955
2010-02-23,5.178069529073063,2.6927558603340525
2010-02-24,5.113676408649,2.6612246303408433
2010-02-25,5.498955413425625,2.8102525160255167
2010-02-26,4.92969441949744,2.8001813038926864
2010-02-27,5.03875681384127,3.030578316309438
2010-02-28,5.256944185268316,3.579122754408987
2010-03-01,5.260737529016119,3.530029376385858
2010-03-02,4.8753482386492095,3.463285581351765
2010-03-03,5.080589026596488,3.5198660453161246
2010-03-04,5.167886993237527,3.4768728299635043
2010-03-05,5.377917260805021,3.179656075615574
2010-03-06,5.336407868999401,3.157299622731713
2010-03-07,5.237554692901286,3.589570405748844
2010-03-08,4.910121607544198,3.325402276487617
2010-03-09,5.278976733559547,3.178059876971118
2010-03-10,5.319704823176028,3.5982016118906794
2010-03-11,6.724825135341486,3.5223007601341827
2010-03-12,5.263826144135435,3.142312122610596
2010-03-13,5.4394084788385335,2.999885439458157
2010-03-14,5.834418285425374,3.068182884267536
2010-03-15,5.647921087544401,2.9428080361630418
2010-03-16,6.00211626434769,2.8595158389459208
2010-03-17,5.062324329583833,3.0447421824836005
2010-03-18,5.1342585278948105,3.174197056333363
2010-03-19,5.229755853241793,3.2517419067469375
2010-03-20,5.066715452571205,3.490691618899855
2010-03-21,5.423909044909648,3.194681355221131
2010-03-22,5.174554357005871,3.314797880213666
2010-03-23,6.142570015544973,3.666150508223394
2010-03-24,5.211737566361749,4.139745420190851
2010-03-25,5.326058761221672,3.8559555567034747
2010-03-26,5.748511152826338,4.0664236511811875
2010-03-27,5.143531645442388,5.387801153386011
2010-03-28,5.097138066187824,4.80893726940784
2010-03-29,5.49647975756663,4.47131811217771
2010-03-30,5.5253012141967135,5.198924465059997
2010-03-31,5.74418434029162,5.126630599655345
2010-04-01,5.629691262741375,6.5528030410524
2010-04-02,5.540468014862825,6.08076768388835
2010-04-03,5.252154590587829,5.691745593830456
2010-04-04,5.514655330737097,6.438661801277998
2010-04-05,5.535346691636406,5.972206992374709
2010-04-06,5.23935528465882,6.4260406211739145
2010-04-07,6.370171525086737,6.534374027963234
2010-04-08,5.597429172767382,5.781031151890749
2010-04-09,5.177441136249436,5.817880977694956
2010-04-10,5.72615188762318,5.277381338389955
2010-04-11,5.806904129719387,4.964414912214079
2010-04-12,5.553587030111313,5.547022284338458
2010-04-13,5.324353306413715,5.090087335195378
2010-04-14,5.192442780817798,5.241910137712001
2010-04-15,5.36041407769369,4.9192064498054835
2010-04-16,5.497610959221629,4.734124138569885
2010-04-17,5.37293807879762,4.384029876394575
2010-04-18,6.029511245815056,4.3423546526037144
2010-04-19,5.587570864469441,4.146359214026395
2010-04-20,5.119660232421822,4.081782231922367
2010-04-21,5.07008941798831,4.593155359690009
2010-04-22,5.495480329642624,5.241992008941017
2010-04-23,5.239070135516559,5.102699610572991
2010-04-24,5.571867511888006,4.582984493218427
2010-04-25,5.45553241808711,4.62595910413426
2010-04-26,5.24649487668256,5.227969191006904
2010-04-27,5.0373419900590894,5.5304410942992215
2010-04-28,4.918141144686738,5.2536965242762745
2010-04-29,5.300623566740396,5.065939515959757
2010-04-30,4.9246029277533845,5.279999963265852
2010-05-01,4.970739394497073,5.143421702501467
2010-05-02,5.232428439555725,5.371921506880662
2010-05-03,5.1832205262680064,4.903239435134541
2010-05-04,4.875311577905176,4.954710972729677
2010-05-05,5.587674111669915,4.8409705199689395
2010-05-06,5.554289085255856,5.70247223995518
2010-05-07,5.283194685977678,5.449022377543663
2010-05-08,5.2637986344052345,5.779085281857771
2010-05-09,5.244996844858754,5.399791417582516
2010-05-10,5.426629676505927,5.443315214182715
2010-05-11,5.263495289777638,5.0691827395537565
2010-05-12,4.790633760728533,5.814152889627732
2010-05-13,4.901168036394986,6.38302795269544
2010-05-14,6.239043186085111,5.786056425605798
2010-05-15,4.569773545939249,5.184484607310497
2010-05-16,4.772588238171567,5.073236521418499
2010-05-17,5.346138108440658,4.971403398200501
2010-05-18,4.670230913303301,5.27681477785746
2010-05-19,5.099350226932254,4.912270042277716
2010-05-20,4.829374736691131,4.854315953390387
2010-05-21,4.612634014261587,4.6541943006462345
2010-05-22,4.392796610573397,4.958512806483581
2010-05-23,4.803985758761988,4.5646258662631425
2010-05-24,4.507530350949102,4.321329923852715
2010-05-25,4.653578866574128,5.466661992669954
2010-05-26,4.849511667461083,5.886376389286561
2010-05-27,4.985168507543643,6.482087914280106
2010-05-28,4.474938538597138,5.982594880086461
2010-05-29,4.405795067321074,6.325725233794318
2010-05-30,4.266572214238616,6.008943647202038
2010-05-31,4.90230711885282,5.4644221785330105
2010-06-01,2.870318403585071,5.357879375128777
2010-06-02,2.159530777709749,4.90559588077135
2010-06-03,2.2778205858278424,4.411106317793007
2010-06-04,1.519048036056824,4.345226930148514
2010-06-05,1.8602028642736368,4.4123400271687245
2010-06-06,1.9940824351194415,4.093649280405193
2010-06-07,1.4279880112619625,4.213025834613448
2010-06-08,2.45295308643512,4.288052509565787
2010-06-09,1.3467047648746953,3.9627771741103706
2010-06-10,2.3121634167015075,3.9207762722416852
2010-06-11,1.3258633976493388,3.6225528705229433
2010-06-12,1.3855350383349667,3.2877020988258474
2010-06-13,1.7877799559957492,3.188462332185668
2010-06-14,1.6322613505284762,3.1356966908594215
2010-06-15,1.4860966708837682,3.0615282140068736
2010-06-16,2.341444568767911,2.9576902590720175
2010-06-17,1.2916196843069825,2.9140585687592937
2010-06-18,1.5203621523213002,2.9013480730184713
2010-06-19,1.7781150783693267,2.867835176936826
2010-06-20,1.644347184417676,2.8517927108576893
2010-06-21,1.3649332275956405,2.660251152169426
2010-06-22,1.3619888503938948,2.4933541100161336
2010-06-23,1.8546938654733465,2.448236628217593
2010-06-24,1.8683457979330849,2.4621475054108144
2010-06-25,1.6009354331314711,2.5438219059672353
2010-06-26,1.267375159844554,2.4388576565708204
2010-06-27,1.3153087528764071,2.3908824339574193
2010-06-28,1.4542983542400183,2.2854805892630474
2010-06-29,1.4894283563914266,2.2773399643081973
2010-06-30,1.6429196655602918,2.129483396874615
2010-07-01,1.36654331050933,1.991497154549478
2010-07-02,1.7463213655267045,1.986101360228498
2010-07-03,1.7298690976252,1.9488355945838831
2010-07-04,1.9777940395143725,1.9702651520585137
2010-07-05,1.392379209611349,2.033128555502761
2010-07-06,1.4888190428072536,2.284311622759149
2010-07-07,1.3232581607514322,2.1038583090096363
2010-07-08,1.1402730264667862,2.1043185364985426
2010-07-09,2.452537811548209,1.942673746034002
2010-07-10,1.8304082966150463,1.8508667323158117
2010-07-11,1.633659004139084,1.8323430784472179
2010-07-12,1.3066155392459602,1.8972404215785421
2010-07-13,1.071440253173525,1.88421704763761
2010-07-14,1.6914979506803816,1.9108940970931483
2010-07-15,1.2330191907626755,1.8846774198973655
2010-07-16,1.4169251371175815,1.85928315027187
2010-07-17,1.1006195460337411,1.7475024893799003
2010-07-18,1.3320374708085765,1.7524313484019085
2010-07-19,1.0935492184137487,1.8027243812559441
2010-07-20,1.0921437800102605,1.6778185440520168
2010-07-21,1.296469253521393,1.6238198551872707
2010-07-22,0.890965639395133,1.6136427295527995
2010-07-23,0.8861079417272841,1.6579297687141517
2010-07-24,0.9941608219139928,1.591212389867793
2010-07-25,1.111024653452868,1.5903717540629758
2010-07-26,1.510442795062924,1.5886836204165022
2010-07-27,1.107015816343993,1.5770304216006181
2010-07-28,1.1410090821039922,1.5553522938805902
2010-07-29,1.050604691591117,1.629121825580257
2010-07-30,1.2412427298038355,1.6015231487349206
2010-07-31,0.9034393812895298,1.6571780077883662
2010-08-01,1.0746075904818784,1.5955423727852842
2010-08-02,1.243654356021833,1.5512389424965924
2010-08-03,1.1672222567801032,1.4628207462802687
2010-08-04,1.0853275317035778,1.399027880388526
