date,streamflow_cfs,precipitation_mm,temperature_c,pet_mm,streamflow_mm,precip_7day,temp_7day,pet_7day
2010-01-01,3004.5382411012383,5.965410588309587,7.808676251669805,0.5269957329755279,3.7696500981688112,5.965410588309587,7.808676251669805,0.5269957329755279
2010-01-02,2850.4900369635297,1.102190263359854,9.217784194918226,0.5857786409620973,3.576373201271138,3.5338004258347206,8.513230223294016,0.5563871869688126
2010-01-03,2853.8332671783032,12.795875984817808,10.603872217785783,0.6451513159476987,3.580567791952301,6.6211589454957505,9.210110888124605,0.5859752299617746
2010-01-04,2879.593571588069,2.149996517720673,6.7694189203221935,0.4846634179178086,3.612888010985872,5.50336833855198,8.599937896174001,0.5606472769507831
2010-01-05,3558.802038838129,4.826722597501799,2.6513050104516296,0.3252794507715528,4.465058314635538,5.368039190341944,7.410211319029527,0.513573711714937
2010-01-06,3227.8883147576125,7.631279049106953,3.8685785687116514,0.3710438834110503,4.049876728526549,5.745245833469446,6.819939193976548,0.48981874033095596
2010-01-07,2906.404848121706,1.4501758636795747,4.255185171368294,0.3858078937486974,3.646526834361277,5.13166440921375,6.453545762175368,0.47496004796206187
2010-01-08,3199.741000771144,2.0342765822316227,10.339960931606504,0.6337288253614819,4.0145616430066555,4.570073836916898,6.815157859309182,0.49020763258862676
2010-01-09,3131.0981241569634,2.2397279481413594,8.937067909598976,0.5739411081375061,3.928438716352743,4.732579220457113,6.775055532835004,0.488516556470828
2010-01-10,2799.948578113417,2.103346677796064,11.506900551960705,0.6846529798897806,3.5129612557316827,3.2050750337397207,6.9040595805742795,0.4941596513196968
2010-01-11,2916.397582955238,2.0998763976702275,14.284459091347276,0.8101516066135104,3.659064239720575,3.1979150165896577,7.977636747863577,0.5406579639905114
2010-01-12,3228.682298423876,2.2665866477947456,8.776828244937192,0.5672122693590713,4.050872901770254,2.8321813094886497,8.85271149564723,0.5752197952172997
2010-01-13,3705.6936098314286,7.665754026914151,5.199392553620318,0.4223488968144039,4.649356127004904,2.83710630631825,9.04282777920561,0.5825490828463502
2010-01-14,3136.139299782944,24.919887689022907,12.514058451868967,0.7294664556864252,3.9347636377444575,6.189922281367297,10.222666819277135,0.6316431631231685
2010-01-15,3094.37910749592,7.199627162120116,9.52114292803966,0.5986418964274763,3.8823691264013003,6.9278295070656535,10.105692818767585,0.6266307447040249
2010-01-16,3270.466616001137,1.269716395651686,4.333715411420464,0.3888207590744999,4.1032976819585425,6.789256428138557,9.44807103331351,0.6001849805521668
2010-01-17,3133.492857207896,2.454992493894968,12.334163205036772,0.7214037928939974,3.9314432731119306,6.8394915447241145,9.566251412324378,0.6054350966956265
2010-01-18,3220.627125891582,1.0734370806911235,9.647896719297764,0.6040384022725315,4.040766462946563,6.692857356584242,8.90388535917445,0.5759903532183437
2010-01-19,3311.44697706596,1.925374874017336,11.164043343710524,0.6695793270769721,4.154713776451112,6.644112817473184,9.244916087570639,0.5906142186066151
2010-01-20,3133.979064673053,6.3838361496052345,12.079230145861157,0.710021326449095,3.9320532943104247,6.460981692143339,10.22775002931933,0.6317102799829997
2010-01-21,3624.17902575376,1.5823443243541655,8.577858077631552,0.5588857087274761,4.547083686046408,3.12704692576209,9.665435690142557,0.6073416018460068
2010-01-22,3161.2618144268827,0.5940849090263272,12.896460231275992,0.7466889289287049,3.9662836525335052,2.183398032462977,10.147623876319175,0.6284911779176109
2010-01-23,3172.678727948423,1.1108270050038669,6.10340995963674,0.4579898911111057,3.980607906619712,2.1606995480847173,10.400437383207215,0.6383724824942689
2010-01-24,3488.633561748878,7.735304688350528,10.67868297485802,0.648399296670531,4.377021290200495,2.9150298615783687,10.163940207467393,0.6279432687480595
2010-01-25,3688.059583588904,5.3416449445714695,7.953038315399006,0.5329446952779623,4.627231559626498,3.5247738421327037,9.921817578338999,0.6177870248916925
2010-01-26,3528.3162180723825,12.140118110060978,11.004740446197054,0.6626071663820869,4.426809216764102,4.984022875853223,9.89906002155136,0.6167910019352802
2010-01-27,3476.2732445287565,0.0273230953942287,12.56007354401019,0.7315328432209646,4.361513392719,4.075949582394509,9.96775193557265,0.619864075759833
2010-01-28,3456.3631708479325,0.6908994797141289,13.328349627851086,0.7662767009698879,4.336533177729971,3.948600318874504,10.646393585604013,0.649491360365892
2010-01-29,3445.6326965193816,3.150385568799591,11.381029121946058,0.679108302337002,4.32307016599237,4.313786127413541,10.429903427128307,0.6398369851385057
2010-01-30,3927.7620726197456,1.6831819517388855,12.651917576340209,0.7356621901493989,4.927974781644943,4.395551119804258,11.365404515228803,0.6795044564296905
2010-01-31,3686.743444784253,1.6438654446331349,9.028847723922262,0.5778044280688801,4.625580263361972,3.525345513558917,11.129713765095122,0.6694194752008833
2010-02-01,3528.1052177554297,5.9881104577875774,14.124223217466673,0.8027495772598664,4.426544484781452,3.6176977297326465,12.011311608247649,0.7079630297697267
